5.73250931,5.51469172,5.03066209,6.72605345,5.93440087,4.64194252,6.05833177,3.58755593,4.9493517,5.8381915,5.05110927,6.43934798,4.65217556,5.66469446,4.71154027,5.32683205,6.40554114,5.22801757,6.59559166,5.74525626,5.09469781,5.49931142,6.57571265,6.33422414,6.57815329,4.74701126,5.80485127,4.05196022,5.23490483,7.35985138,5.64101599,3.88731804,5.87024406,4.69581102,5.46873689,6.03290676,4.92720226,5.83771289,5.51939493,3.06898235,5.03251835,5.74894013
8.85230964,7.95432665,6.94730278,8.2724452,5.47038486,8.08877928,7.49682073,6.67360316,7.15153971,7.76538187,8.78446137,7.12292198,7.79149468,6.7393917,7.40921643,7.71788804,8.49466983,5.95495433,6.82404704,7.68232888,6.134387,7.95399561,9.06412446,7.8201702,7.82853048,6.60301652,8.67576195,7.81024791,7.24281353,9.62372054,8.56696353,7.4060111,9.62266455,7.81202428,8.98027696,7.42230347,6.73510003,6.51808884,7.46192996,8.19034666,8.79734289,7.22419726
6.55851359,6.65074903,5.98482486,7.81036266,5.12919662,7.62970691,5.94783914,5.62896681,6.62479741,5.84657971,7.71301395,6.41103426,5.71250047,5.57918092,6.72540437,6.53868125,5.83798518,5.99504916,5.53158184,5.95413469,5.46995718,7.61715115,6.87785013,7.22124296,6.97231442,5.57213111,7.04308399,7.23371289,6.15690372,7.11215532,6.49771234,5.91894439,7.81012857,7.06878951,8.28031893,5.95978062,5.96417723,6.28475478,6.41563761,6.91916021,7.57138386,6.0702268
5.22541795,5.69761621,4.79991685,5.66843492,4.08970976,5.59043915,4.48641775,4.51357819,5.21069692,4.83999497,5.43113003,5.10455851,4.88317492,4.20865305,5.37844489,4.78823241,4.41349439,5.78237222,5.00486525,4.28090851,4.45234206,5.95340008,5.68243662,5.15153238,4.99207906,4.72026173,5.37584125,6.3400836,5.46028234,5.97202492,5.10628683,4.51775055,5.81616454,5.42292745,6.58329836,4.85273207,4.96491044,4.93054495,5.59441977,5.07951454,5.59245992,4.88203646
4.12804057,4.47683598,4.21785677,4.22380142,3.75307069,4.51104999,3.27308358,3.56882739,4.47933549,4.31573208,3.75622372,4.54232901,4.25266028,3.38125173,4.3978133,3.9986943,3.35866176,5.41628896,4.18834878,3.77080539,4.16979383,4.5222764,4.24493779,4.57724456,4.56019916,3.63587728,3.82042576,4.9203661,4.60179892,4.51316796,3.97092881,3.66321081,4.69793974,4.93400433,4.88963491,3.91427991,4.21703153,4.49440652,4.58665369,4.26867546,4.46214308,4.62538735
3.53379288,4.53460161,3.72310571,3.54986154,3.57337822,3.77881059,3.22513395,3.50639892,3.8958671,3.73275175,3.66473724,3.80414998,3.90426781,3.01377461,4.01269937,3.23567815,2.81350933,4.93863747,3.65951686,3.22772147,3.68637146,4.25801169,3.43235686,3.72434184,4.27919433,3.7922591,3.65370148,3.87719804,3.72282664,3.8629658,3.92009188,3.71976123,3.52912444,4.2462883,3.66932438,3.62786919,3.58227716,3.77259742,3.67013403,3.7734533,3.77873613,3.82692344
2.8464464,3.68159587,3.11817898,3.07943816,3.35729233,3.36716305,2.79775679,3.49183228,3.64667747,3.04072474,2.72524147,3.46843021,3.44416253,2.72949986,3.30634405,3.30504325,2.53719919,4.11059201,3.06299446,2.72861195,3.51640104,3.71645513,3.04952427,3.27704175,3.75867532,3.54945575,3.12099709,3.47182185,3.46261807,3.48960041,3.26862608,3.78887842,3.11393333,3.41171625,3.04322283,3.02660979,3.23871373,3.04206555,2.7211712,3.17709423,3.60658018,3.3060208
2.62261311,3.32152347,2.91861553,2.680746,3.20034574,3.00483733,2.64556883,3.2462803,3.22123177,2.86247536,2.56689949,3.01541075,2.94240164,2.60469631,3.06400406,2.91741472,2.40837892,4.05655115,2.83242374,2.80556716,2.92040087,3.32564112,2.70610093,2.99653153,3.80582378,3.27372991,2.95630604,3.01599885,2.89097875,3.05248971,3.08410687,3.07257304,2.70920922,3.00517578,2.87704574,2.50457038,2.81763905,2.73240727,2.73739279,2.80219014,3.10054603,2.64823863
2.3670866,3.14437555,3.17014863,2.46555233,3.15712856,2.78099213,2.55592386,2.93829986,2.87277147,2.69051713,2.3733704,2.7828338,2.95186882,2.57002866,2.90432267,2.55018769,2.42144764,3.66606234,2.94453611,2.46256679,3.05063794,3.24189526,2.30637867,2.54165008,2.92320459,3.3066524,2.69402029,2.72773133,2.84795214,2.9541398,2.73954548,2.72908158,2.49986916,2.82071028,2.54972723,2.65285395,2.60395936,2.72586519,2.56503842,2.70105322,2.78231837,2.61972206
2.34331669,2.7977818,2.71281572,2.11523705,3.11618597,2.60457175,2.50171993,2.80511913,2.64991896,2.82053433,2.31707103,2.7100271,2.74359071,2.64629749,2.99637429,2.54610739,2.4942591,3.38888501,2.87684562,2.33943845,2.71511192,2.92738303,2.0980727,2.59092891,2.8307936,2.87042943,2.79161499,2.57819256,2.61028131,2.53342076,2.65858297,2.57199707,2.36554263,2.57714419,2.41712128,2.37253707,2.48664502,2.42274898,1.95267352,2.39241124,2.69537092,2.28132545
2.36312495,2.55516617,2.58600977,1.90171154,3.02065326,2.27070094,2.37454917,2.75309541,2.47568882,2.68842008,2.38216717,2.57250334,2.6716401,2.50531571,2.70331198,2.50326424,2.55026791,3.04023429,2.85569235,2.5725028,3.03297868,2.52354189,1.86537054,2.07729194,2.67803259,2.81898805,2.85667812,2.15660133,2.66969902,2.50063745,2.57573761,2.22641114,2.35682012,2.4464065,2.26101553,2.23440991,2.27925003,2.36387029,2.03783685,2.34358652,2.28150106,2.37447957
2.2660645,2.14117919,2.70865814,2.30207186,2.7022109,2.10186854,2.42666833,2.65529081,2.46353323,2.43467684,2.39272331,2.38441937,2.6564926,2.64398632,2.70519058,2.17480007,2.44011725,3.10822118,2.41147354,2.41199622,2.53410445,2.42862992,1.91040967,2.14362882,2.48189499,2.45478302,2.89124291,2.26289997,2.51603254,2.35675518,2.4910094,1.90386428,2.15096907,2.23149525,2.09315988,2.16128377,2.07394993,2.20686046,1.95470122,2.54934784,2.12499565,2.23189673
2.06996276,2.24130627,2.33239788,2.12024155,2.40878901,1.85336242,2.30158234,2.47424826,2.56888169,2.30885375,2.47365365,2.2206043,2.52395198,2.58389572,2.56993106,2.22784397,2.31876482,2.87811171,2.25070863,2.30645764,2.64668227,2.23508393,1.97984499,2.00905972,2.4234309,2.32103541,2.73265153,2.2160565,2.36646383,2.10905912,2.54184632,1.87873076,2.02013154,2.09717571,1.99412505,2.19581556,2.1388918,2.33552129,1.90198106,2.32440538,2.06761034,2.08931389
