3.6516485,2.85363161,3.04596379,3.98362598,3.20435827,2.91325328,3.72592092,2.65919365,2.63410883,2.40641711,2.96232384,2.00905984,2.89881756,4.13555658,4.81015292,2.57606238,2.76513307,2.05688786,4.31503414,2.44719567,2.92375799,2.45444328,1.1447519,1.75420848,2.98965645,2.01210316,2.88451841,1.10449499,2.74778058,2.57597564,1.75829619,1.3039844,1.73597489,3.06408278,1.80925042,2.35683116,2.73073955,2.15118975,3.45986919,1.85791518,3.33056823,3.86542434,1.83534544,2.19417917,3.0602051,2.96146814,2.75728155,0.879692341,2.94726067,3.48420826,3.57172714,2.57775287
5.28700906,5.68435085,7.84233907,5.49822256,7.12723061,5.50555493,6.1718486,5.0074662,4.87886945,6.59476725,5.53158853,6.45315108,7.87815556,6.65172048,6.1104754,7.03387869,6.37081578,5.76566104,6.94610547,6.98275569,5.09985243,6.90976961,3.88820906,5.14729686,6.69886397,5.42351526,6.67170953,4.11743712,7.95017888,6.34086311,5.59329229,4.33732702,7.00470773,5.66702872,4.90215897,6.2765528,5.71571253,6.16817095,6.10469263,5.92971903,7.06553297,6.62769745,4.85915228,6.01409732,7.33552162,5.76942978,10.0631068,6.48636866,4.33771939,6.57093748,6.64604581,6.92565062
4.64337318,5.84682039,7.86180776,5.44651514,7.05859643,4.79631916,5.46848597,5.34497924,4.44385695,6.25919678,6.31578947,7.7994119,7.55083671,5.66287007,5.54249454,7.51099322,6.25013233,6.53441584,6.40021604,7.48613993,5.66453517,7.44962672,4.54940197,5.46090968,5.62540328,6.7292824,8.41485964,5.58070515,7.91208427,5.60665791,5.91346494,5.75090554,7.03020792,5.60605194,5.63596669,6.27847517,5.45466927,6.55345867,5.53823583,6.81108658,6.21318955,5.32896761,6.6230396,6.05578293,6.37117984,5.40894822,9.42718447,7.92812991,5.12251818,7.54673065,5.77453603,7.53382889
4.54485748,5.32191881,6.80695917,5.07163632,5.59154084,4.81651891,4.47997634,4.62086035,3.83580081,5.54139899,5.77125875,6.90614321,5.4621333,5.30055848,5.19712889,6.25945773,5.14280875,5.29128307,5.45117858,5.97258597,5.49926217,5.76583447,5.22046343,4.20848171,4.9899302,6.34938816,6.62800471,4.26395176,5.48562343,4.70975951,4.79374514,5.74161791,5.25500196,5.08393834,5.32667583,5.61525596,4.79411631,6.11644251,5.15923956,5.35292774,6.11571962,4.37964224,5.11865809,5.43807791,4.995005,5.25026734,6.55339806,6.61248385,4.8559425,6.24149538,4.53519478,6.01420731
3.95814178,4.15130496,4.78221624,4.04610578,4.42047014,4.02872854,4.16103413,3.74741751,3.81897712,4.13272081,4.56715559,4.71111818,5.12867722,5.05835018,4.6125039,5.03462641,4.4758739,4.58252864,4.85320782,4.20223802,4.8165273,3.80709641,4.01452651,4.22871479,4.3446806,5.29561117,5.46646495,4.04230141,4.65913608,4.64301358,4.00834925,5.30881397,4.43507258,4.35221708,4.80108353,4.5637171,4.41503609,5.22992401,4.53776718,4.54389705,4.56449606,3.87201688,4.55451503,4.98143095,4.15502864,4.90875849,4.84627832,5.2189889,4.35904545,5.03115376,4.353369,5.24121108
3.53342966,3.72430169,4.06187501,4.05041474,3.31374399,3.81999776,3.79984792,3.89674147,3.48009998,4.17578868,4.15492283,3.53810697,4.18558979,3.85331385,3.4390929,4.28156878,3.89151193,4.69315433,4.04884071,3.83490357,4.29513035,3.2672393,3.43820313,3.67028164,3.54300686,4.20556287,4.80416877,3.37547195,3.88564993,3.65642534,3.37861742,4.32618185,4.03491565,3.98445092,4.23708256,3.49679925,3.32319426,4.38978274,3.93259572,4.32879007,3.70178349,3.34021887,4.4266426,4.35993633,3.92872434,4.58277278,3.42394822,4.25054883,4.20763046,4.23619566,3.94373851,4.25724787
3.17220544,3.31604491,2.89375409,3.53549499,3.07137955,3.52149029,3.59707672,3.74946305,3.38636801,3.62128988,3.84622759,3.07875705,3.5984616,3.737214,2.95433267,3.54987449,3.15894222,3.39752123,3.48944871,2.83493759,3.93703886,2.78758931,3.04148739,3.52460343,3.50976673,3.45913751,4.13514876,3.0467532,3.44342123,3.41238554,2.87270926,4.03083496,3.51510396,3.34610034,3.66297404,3.14115996,2.97135334,3.93849666,3.65548016,3.69869794,2.98423891,2.70953281,3.52777464,4.2576171,3.16214398,4.09465659,2.70550162,3.26809597,3.7107334,3.45377068,3.37318174,3.73477494
3.05179736,2.79530921,2.4017274,3.64752774,2.6274022,3.3239816,3.2549003,3.77400945,3.04028072,3.3557047,3.26526699,2.94842247,2.84767399,3.53103669,2.54031,3.20984138,2.79265736,3.19126995,3.19046333,2.75500833,3.18937531,2.57485751,2.9467493,3.22515377,2.84300882,3.06397114,3.1299378,2.68798016,2.94487876,3.0786559,2.4764735,3.58688585,3.20321695,3.07551592,3.19398399,3.02966224,2.74662914,3.49791302,3.39670314,3.27038757,2.51140606,2.31398057,3.33408552,3.34053358,2.85836612,3.52719997,2.50970874,2.8772946,2.75745879,3.22459357,3.16000669,2.74586719
2.81098122,2.4099648,2.36809968,3.02919315,2.46439602,3.29480417,3.1619635,3.74946305,2.97058258,2.78326096,3.21158086,2.73225781,2.41602226,3.03260804,2.11380422,2.75765075,2.65503589,3.28127051,3.04000617,2.44209381,2.89818003,2.22164245,2.53621758,2.93582065,2.74719903,2.7203482,2.99714238,2.4156132,2.97303564,2.73241141,2.92223873,3.05006037,2.70105924,3.03931096,3.22834964,2.93354351,2.23816226,2.96992615,2.83228396,2.84969162,1.92658648,2.07664923,2.6928429,2.97483705,2.58109238,3.37541826,2.09061489,2.3276815,2.37785503,2.75191578,2.99490052,2.80684983
2.86571216,2.16834344,2.1433249,2.63707853,2.26278312,2.93120862,2.79232849,3.59809356,2.81916939,2.79582242,2.94315023,2.42549472,1.97618755,2.72033949,2.00561739,2.50663154,2.19982639,3.03189395,2.65614753,2.05945376,2.57550418,2.1955527,2.50858564,2.65862739,2.31898794,2.20873184,2.25079845,2.31417999,2.92997217,2.60100536,2.55076771,2.32933965,2.32444096,2.67345033,2.52890758,2.74515081,1.8409225,2.50080268,2.47773906,2.44422447,1.74616342,2.17553729,2.62138478,2.57692891,2.41187384,3.20638863,1.99514563,2.36037803,2.19658357,2.63911767,2.47450259,2.65027277
3.01676956,1.98712741,1.94155856,2.70171281,2.07832876,3.11749523,2.74163569,3.18489578,2.94414536,2.81017837,2.51941329,2.2077406,1.8350313,2.36803651,1.88286695,2.37845151,2.15112955,2.56689104,2.54041125,2.20740791,2.38858829,2.03901421,2.5006908,2.472483,2.24273117,2.23736708,2.11632207,2.1808141,2.65834106,2.14212711,2.7329654,2.26989876,2.23617105,2.83732541,2.22568125,2.37221015,1.75012485,2.54539617,2.7100271,2.41567045,1.56574036,2.10301938,2.37692279,2.52576929,1.97761422,2.96491773,1.94012945,2.37594781,2.21577701,2.34548449,2.21743856,2.52995566
2.75625027,1.76425254,1.93978868,2.57244425,2.10192176,3.01200763,2.53041568,2.94556835,2.4730821,2.70071421,2.5788515,2.43821028,1.67137188,2.17787297,1.88494747,2.01705506,2.13630878,2.37001481,2.10447128,2.00503384,2.10526316,1.90053785,2.36055738,2.44213338,2.08044112,1.97583185,1.96167423,1.93662303,2.3800848,2.18592912,2.75419232,2.04142287,2.17536289,2.46003163,2.01948735,2.37797728,1.62981795,2.29567265,2.23118773,2.23102109,1.59892161,1.87447809,2.15126556,2.25670759,1.88994679,2.64238159,1.87540453,2.38840363,2.01744471,2.23805772,2.15265006,2.35854499
2.7868996,1.8309067,1.74864162,2.32252505,2.00111531,3.05914039,2.26639067,2.66123918,2.49471256,2.49434734,2.47339661,2.23794008,1.58545068,2.11181616,1.81420992,2.27697566,2.04103237,2.19563872,2.08903977,2.0169382,2.09542548,1.93666212,2.15529152,2.36120104,1.93379348,1.66848023,1.75323584,2.1808141,2.22108122,1.92103122,2.78072596,1.93740132,1.9046685,2.37999962,1.99522924,2.006959,1.80914332,2.2439442,2.11096848,2.02162491,1.36665284,1.88546565,1.87671594,2.08996514,1.67791392,2.66135431,1.64886731,2.31833964,2.04730119,1.946215,2.12757064,2.22174608
2.70589781,1.78091608,1.81766694,2.34406981,1.83596431,2.717989,2.23048327,2.39531982,2.47067872,2.46742992,2.20113124,2.13621553,1.71433247,2.07378345,1.78716322,2.16481814,2.02409434,2.23876399,2.09868446,1.98462637,1.93212002,1.91057237,2.19476572,2.22159275,2.01396085,1.88229006,1.5464784,1.97794767,2.133298,1.95857581,2.58260808,1.88724807,1.78697528,2.43907087,1.72434705,1.76473981,1.68429655,1.96032964,2.04168959,2.0025889,1.33554542,1.85689799,1.9613374,2.12217675,1.7431548,2.38021318,1.6197411,2.29654195,1.94706873,1.81193153,1.94783481,1.86903565
2.55702964,1.84132142,1.74510186,1.92825595,1.73730268,2.6125014,2.16711727,2.15394686,2.26158431,2.38129419,2.35643754,1.99475483,1.52816988,1.95167844,1.74347238,1.9494045,1.86953484,2.08126301,1.87299873,1.91320023,1.75307427,1.87645501,2.23226621,2.24587245,1.99049723,1.53675811,1.44394016,2.16203017,1.87988605,1.74790898,2.41633057,1.72007059,1.75362887,2.21421902,1.72839007,1.71860282,1.66386707,1.82119796,1.85015384,2.08634737,1.40398175,1.89865073,1.78081161,1.9800667,1.55150971,2.35779089,1.697411,2.38996061,1.81911241,1.72778056,1.97500418,1.84266478
2.36218749,1.63511008,1.71855365,1.98427233,1.82524022,2.26686118,2.09107807,2.16212899,2.27600461,2.37591071,2.08608954,2.08535325,1.57726771,1.80555278,1.63944658,1.86217087,1.83989329,1.89376184,1.8768566,1.93020646,1.93802263,1.86240668,2.13752813,2.21552282,1.87904503,1.58448352,1.38342579,2.01739392,1.82191599,1.90017312,2.26951107,1.64762701,1.45743429,2.28281789,1.52219617,1.7801188,1.8295728,1.78373943,1.73808505,1.83697556,1.25881377,2.06566167,1.94065215,1.91564347,1.66568126,2.11459519,1.6828479,2.41954318,1.74233862,1.48607033,1.84124728,1.70586587
2.136696,1.65177363,1.80704766,1.87223958,1.78663349,2.25339468,1.99602906,2.02098717,2.25918093,2.18928328,1.96529575,2.07104824,1.57522196,1.81355966,1.63736607,1.78027808,1.63240245,1.83376146,1.78040971,1.84517533,1.56025578,1.72393032,2.03884262,2.17505665,1.96507831,1.45276139,1.25903513,2.10567838,1.86663575,1.73747992,2.25182198,1.45630166,1.43389565,2.25804608,1.370583,1.56673523,1.58668906,1.71417359,1.90313181,1.68849463,1.33554542,2.00413132,1.73944112,1.72805821,1.52296683,2.04387871,1.59061489,2.05209647,1.60371926,1.5236697,1.7200301,1.68114318
2.13012829,1.64344185,1.76988018,1.78821502,1.63006177,1.95937605,1.97701926,1.87166322,2.10776774,2.15877687,1.8425846,2.07263769,1.55885602,1.72948736,1.61864142,1.68592334,1.662044,1.85251158,1.8054859,1.84347471,1.55435317,1.71790961,2.09213279,2.13256717,1.92206167,1.46803352,1.26575895,2.06998892,1.70597588,1.62901779,1.97587207,1.47859199,1.41428011,2.24089636,1.41303469,1.42063477,1.58668906,1.71417359,1.81958962,1.49813447,1.47656574,2.00852635,1.74696303,1.60489616,1.63509959,2.07320018,1.6197411,2.10659069,1.68049306,1.42519516,1.77436883,1.72564403
1.86523053,1.57887063,1.76280066,1.65463751,1.73944749,2.07833015,1.88408246,1.80825168,1.87704288,2.11212002,1.66426996,2.06151156,1.38905937,1.79554417,1.5770311,1.70194584,1.68533379,1.82251139,1.678176,1.86218156,1.75700935,1.6617163,1.97173647,1.95451602,1.81452007,1.35921959,1.36661624,2.00424517,1.5999735,1.69367791,1.93872497,1.54360546,1.37308749,2.13990358,1.17449664,1.38603203,1.74104508,1.82654918,1.69325753,1.47529125,1.53878059,1.95578605,1.63977585,1.78490223,1.72684458,2.0904481,1.42718447,2.03185576,1.64637137,1.37506267,1.71167029,1.64488323
1.8170673,1.50596763,1.70262473,1.68480017,1.66652368,1.75737852,1.64540385,1.77143208,1.94193424,2.0206008,1.6374269,1.94866089,1.56090176,1.67544088,1.59991678,1.58266721,1.62181618,1.76438603,1.66467343,1.7822523,1.44810625,1.67777153,1.8612087,1.93630625,1.75390572,1.31531222,1.26575895,2.09252963,1.52875315,1.62901779,1.82197693,1.36528281,1.46331895,1.91505173,1.23918493,1.33028317,1.88178145,1.59823053,1.67695662,1.30587071,1.48278723,2.11400694,1.60780774,1.50826133,1.58209138,1.92486805,1.46278317,1.93843711,1.68049306,1.30165437,1.76600903,1.53939973
1.72511931,1.59970006,1.56988372,1.62232037,1.52067605,1.77982269,1.68131125,1.62210813,1.75447029,2.01342282,1.44760809,1.95819757,1.74706436,1.71347359,1.70602309,1.49899414,1.64298872,1.64251027,1.57208441,1.66490936,1.61731431,1.65368869,1.73094383,1.84525736,1.83407309,1.22749747,1.18675408,1.95165017,1.5999735,1.60398807,1.68046416,1.35042259,1.39074147,1.92076831,1.07139969,1.17072608,1.89767104,1.62498662,1.58118874,1.4181832,1.30858565,2.0173164,1.65670014,1.51205093,1.59024649,1.84725241,1.63430421,1.92131035,1.51841505,1.23719831,1.66569136,1.44215714
1.66819913,1.62886126,1.59466204,1.51459657,1.42630405,1.64066884,1.54401825,1.54233232,1.78090752,1.83217888,1.59907967,1.84693634,1.58340493,1.52130833,1.50629356,1.36903384,1.49266372,1.67251045,1.63573936,1.64620251,1.54845057,1.61957133,1.66975881,1.77444157,1.98267603,1.18931714,1.19683981,1.91220392,1.43765735,1.38497799,1.62916578,1.36342528,1.37701059,1.77975952,1.09363629,1.3879544,1.61392836,1.44839642,1.56692544,1.26970228,1.54292825,1.88986068,1.65293919,1.40594209,1.70034048,1.64717652,1.51132686,1.8278917,1.49495639,1.23719831,1.60508276,1.44215714
