3.46062608,2.41503554,5.11749091,4.17160584,3.81162429,3.03197492,4.74761119,2.46008519,3.32897584,3.70867557,3.39212026,4.80027599,2.31336525,3.81946153,3.01032799,3.68908759,2.35098501,3.66742923,4.87168334,3.58106199,3.14928027,4.79168114,3.20432269,5.01014554,4.41067929,1.39114147,3.61149253,3.63989607,4.2869308,3.95232584,2.7556305,3.24497864,4.03154913,5.69949489,1.43955249,2.64469557,2.41987624,2.96830571,2.8720184,1.95782143,2.81262695,1.1447519,1.10449499,2.81840574,4.53280223,1.51392215,1.77676749,2.31169033,4.78508471,2.68633319,2.47014115,2.73073955,1.77543186,1.62927477,4.66808914,1.66101906,2.94726067,2.78780224,1.7975944,0.727821794,2.74911252
5.37699428,4.01937871,5.739357,5.14010442,4.23975091,4.11786834,5.82820551,3.48004984,5.86233321,5.54481127,6.31509137,6.3034425,5.21671626,5.9482207,4.04579542,5.19019907,5.01767974,6.5103422,5.66742573,5.48719398,4.58874248,6.45221057,4.38301081,5.56126155,4.63973938,4.05692487,5.70222026,5.39079141,5.70993188,5.09246719,5.18125979,5.17923001,5.04493065,5.59394868,3.6106167,5.74055773,5.82109541,5.99902906,5.3541591,5.01281125,3.08982723,3.88820906,4.11743712,4.21344029,6.37567788,3.54633789,3.991928,3.82954516,6.90706302,5.95696166,3.8520383,5.71571253,4.1146833,3.8727885,6.52916074,4.36771095,4.33771939,6.16654637,4.59972684,3.65777107,6.19582267
4.28159449,3.81001071,4.77583325,4.0732427,3.70524131,3.99247649,4.55500525,2.75854076,5.01712946,4.61422948,4.95185695,5.14526503,4.40677966,4.46424177,3.94972112,4.53580438,5.43862603,4.97807645,4.37018653,4.73707196,4.35979248,5.57678501,3.63156572,4.18096646,4.00855158,4.76734358,4.02860178,4.27658529,5.14073144,4.12962644,4.75490786,4.3381358,4.24155108,3.85494936,4.73526708,4.18940403,4.62501155,6.23251728,5.03692941,4.92959289,3.78282792,4.54940197,5.58070515,4.76273514,5.14229496,4.60311492,4.15429579,3.49856489,4.55587325,5.161275,3.73605764,5.45466927,4.14347409,3.74946639,5.50734945,4.5527306,5.12251818,5.31396608,5.51614751,5.13716642,5.75414844
3.69319503,3.18190671,3.76315013,3.14005397,3.53139595,3.50595611,3.16674171,2.26304656,4.06599351,4.156902,3.74582433,3.59035016,3.42347005,3.55367426,3.28520723,3.77400904,3.96320929,3.43389572,3.46953919,3.58876872,3.44886377,4.28449015,3.74968585,3.1739272,3.20938637,3.75768097,3.0052592,4.25785913,4.01577626,3.97695092,4.09008792,3.27416488,3.14270365,3.41768653,4.38907035,3.8177287,3.8676457,3.87914095,3.99321952,3.79300528,3.4291586,5.22046343,4.26395176,4.59053556,4.3312377,3.76006808,4.38856931,3.02278075,3.73591058,4.27533134,3.66696279,4.79411631,3.76679463,3.86093061,3.97581792,4.43007713,4.8559425,3.91555395,4.69225008,4.36014455,4.21241641
3.05595609,3.06018113,2.63248451,3.08204494,3.05656461,2.49028213,2.39881935,2.38184927,3.62648756,3.66544561,3.41177049,3.11475814,3.09224997,3.34448984,3.23717008,3.1570797,3.5085873,3.20274521,2.4460763,2.83607779,3.32464622,2.99682716,2.95802966,2.53763872,2.95996539,4.05692487,2.3808907,3.34495915,3.60120115,3.110148,3.26388053,2.8177983,2.98642313,2.8773905,3.80816398,3.21617325,3.3042394,3.40291745,3.2134641,4.11054902,3.41959997,4.01452651,4.04230141,3.56605707,3.53697749,3.4513467,4.14965671,2.50562408,2.79070867,3.64590756,3.64968907,4.41503609,3.23416507,3.35104112,3.26458037,4.02053926,4.35904545,3.18928185,3.55553597,3.71884702,3.6200776
2.95827713,2.67309378,2.39651952,2.68354813,2.96315516,2.41755486,2.0536295,1.93851236,2.99314821,3.88159541,2.82963254,2.78455435,2.46344935,3.00241177,2.67673668,2.78742163,3.00976595,2.46401678,2.3027915,2.55092866,2.81316219,2.68185924,2.69665745,1.99403793,2.82761956,3.48356443,2.05704811,2.74572224,2.77877375,3.18156074,2.51716247,2.39061795,2.83746826,2.34463348,3.44045221,3.11734628,2.91170223,2.84578219,3.03668725,2.85570374,2.82935455,3.43820313,3.37547195,3.08651394,2.66113164,3.18220498,3.53497866,2.45649419,2.34646376,3.1471189,3.18823413,3.32319426,2.6559501,2.75814637,2.24039829,3.22641,4.20763046,2.68179358,2.75366789,3.52374328,2.81928507
2.46057956,2.70717694,2.16792842,2.39602512,2.72444214,2.12163009,1.93856621,2.0833937,2.68662099,3.14896134,2.6085675,2.5677041,2.32112822,2.53728405,2.38584505,2.33284212,2.62039064,2.49499571,2.00086994,2.4199142,2.46730156,2.43405359,2.87760744,1.93391618,2.53238655,2.94675286,2.12958885,2.64506917,2.94236285,2.59055874,2.33409611,2.00058372,2.47851143,2.15113211,3.4815264,2.68981223,2.53763739,2.38111751,2.37074706,2.27317522,2.43745071,3.04148739,3.0467532,2.84674238,2.46916543,2.94274802,2.90406383,2.23670261,2.44570996,2.66020617,2.85756589,2.97135334,2.41602687,3.00716217,2.07681366,2.92705237,3.7107334,2.73592566,2.41661894,2.79083182,2.56955337
2.60244663,2.47589833,2.12860092,2.4262907,2.9372081,2.08401254,1.73595478,2.17032251,2.38460151,3.02609724,2.11239929,2.64655873,1.97179454,2.31825565,2.39118251,2.2654045,2.52778245,2.11371652,1.75779751,2.01402625,2.46730156,2.25341022,2.38250817,1.71597485,2.86325113,3.05639948,1.63734812,2.21202687,2.5838114,2.31968283,2.02095628,2.03242325,2.41746435,2.08076797,2.87323723,2.60387574,2.27671562,2.38342927,2.24966703,2.17681712,2.43984037,2.9467493,2.68798016,2.95572945,1.92206172,2.65381647,2.74169605,2.32461924,2.32992273,2.40843665,2.30974237,2.74662914,2.18330134,2.40240952,1.63347558,2.69213978,2.75745879,2.64796102,2.15667269,2.6839489,2.50144473
2.24196474,2.13993573,1.89509389,2.4262907,3.13181111,2.20438871,1.77097404,2.23117267,2.2606383,2.6370276,2.35065828,2.64163032,1.87087592,2.40192942,2.72210509,2.17548767,2.60565752,2.01839672,1.8243226,1.91126981,2.16041114,1.93612636,2.17391304,1.6282973,2.90397292,2.70918519,1.65807404,2.06455841,2.27904267,2.31968283,2.02577382,1.91833161,2.6274663,2.06820295,2.91822325,2.57594638,2.10353745,2.15456458,2.05836058,2.09578871,2.77678209,2.53621758,2.4156132,2.64402642,1.94845707,2.67756427,2.72545927,2.46425155,2.25194357,2.26592561,2.35909584,2.23816226,2.17130518,2.09884741,1.58843054,2.65056233,2.37785503,2.34121256,1.85927656,2.43285886,2.45191117
2.04893251,2.13506671,2.18021827,2.30018412,3.16554229,2.21442006,1.78598229,2.31810147,2.04652001,2.57787081,2.21556298,2.7352702,1.82947341,2.47575922,2.52195031,2.1679946,2.41202223,1.76818225,1.79617737,1.94723457,2.42833134,1.96391765,2.16386027,1.71346978,3.07958566,2.48989195,1.90937589,2.22607149,2.50761922,2.41325814,1.9294231,1.88914537,2.59572182,1.99532581,2.33536096,2.71774159,1.79181675,2.0944587,1.7822981,2.13520794,2.58083017,2.50858564,2.31417999,2.4696471,1.82127945,2.70527003,2.33345704,2.26514623,2.30865569,2.05690941,2.3171454,1.8409225,2.10652591,2.38580847,1.57183499,2.72540174,2.19658357,2.00288704,2.00907609,2.40571399,2.46016676
